"assignmentKey","videoType","supportLang","targetOrBundle","contentScope","file","sha256","CJK text","technical status","visual review","approval"
"ordinary|home_kitchen_cooking_actions_a1_a2|EN|KM","ordinary","EN","KM","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-EN-KM.jpg","ed03678f4ab2b90792c7422c7e36caca49e92fd62231608be02eb065ddd84867","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|EN|KN","ordinary","EN","KN","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-EN-KN.jpg","9951493f2740fbf984856ae0c9861850e40770851fdb6c48bf7e0a4bf70e90fa","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|EN|KO","ordinary","EN","KO","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-EN-KO.jpg","7c787daf8190b34b604e64cbd429a6c76d0a0725c4ff7ca4cdbe8095fbadec79","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|EN|LO","ordinary","EN","LO","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-EN-LO.jpg","6b1ca91807a7ca4a085cf6d37569667b027882498db10a661593e029da82d45b","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|EN|LT","ordinary","EN","LT","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-EN-LT.jpg","a58f18607d0c3263ce64bf52c299800251555b2441280a0ee433b65a194751bf","no","passed-render","APPROVED","APPROVED"
"polyglot|home_kitchen_cooking_actions_a1_a2|EN|east_asia_core|69af08ca98ea|full","polyglot","EN","east_asia_core:ZH,JA,KO","full","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/polyglot-home_kitchen_cooking_actions_a1_a2-EN-east_asia_core-69af08ca98ea-full.jpg","14a81ff402c4de8124a06b280b281bf62cf90e575359202b4f743b9792195e37","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|ES-419|KM","ordinary","ES-419","KM","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-ES-419-KM.jpg","7feed95f2762520bf0d69e176c7ef40a55257c2ad0135d94156becd140c3e59b","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|ES-419|KN","ordinary","ES-419","KN","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-ES-419-KN.jpg","bf05eee8b6a3bd7a8d201758f10c4e44470f85c1b64a3891da09e8fe6d1fd99f","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|ES-419|KO","ordinary","ES-419","KO","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-ES-419-KO.jpg","4a6f2e3dd68d0f7a82afa490e17c1394e7ac1757f210c27494a91e6900a92161","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|ES-419|LO","ordinary","ES-419","LO","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-ES-419-LO.jpg","ced0e7ea16a8dffd12b7eb001c1d03f98de3a8adc209f97db2b6d852c19054ab","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|ES-419|LT","ordinary","ES-419","LT","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-ES-419-LT.jpg","41ab5b8f213d4b2175475155838ea5a2da132abf77c4dc3191998947e5c23577","no","passed-render","APPROVED","APPROVED"
"polyglot|home_kitchen_cooking_actions_a1_a2|ES-419|east_asia_core|69af08ca98ea|full","polyglot","ES-419","east_asia_core:ZH,JA,KO","full","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/polyglot-home_kitchen_cooking_actions_a1_a2-ES-419-east_asia_core-69af08ca98ea-full.jpg","0526a246481967b0c9dcfe19d340f3c250f8d3cdcc6fd02bd75d102060c75747","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|JA|KN","ordinary","JA","KN","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-JA-KN.jpg","1acc55c68f01927a8c33e55fe0be850a3782ec74e8d1b842826389d4f0493f2f","yes","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|JA|KO","ordinary","JA","KO","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-JA-KO.jpg","6761df9cacb722dd25b05bd2285028e94988ec7d0147ace7190fed49e0a7edcb","yes","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|JA|LO","ordinary","JA","LO","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-JA-LO.jpg","5d421e2126502da91dd87003d3540c3402e914f07ba922bd99505bced52076f5","yes","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|JA|LT","ordinary","JA","LT","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-JA-LT.jpg","7619630cf1f1241414e4d29242c38204adab54211c09434063dd9795c1d7c753","yes","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|JA|LV","ordinary","JA","LV","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-JA-LV.jpg","3300f02a3fcb4d6dae878b329c8c55c2daa5fc900948e7b9d90fe12daad6dcb2","yes","passed-render","APPROVED","APPROVED"
"polyglot|home_kitchen_cooking_actions_a1_a2|JA|east_asia_core|fa91433fb684|full","polyglot","JA","east_asia_core:ZH,KO,EN","full","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/polyglot-home_kitchen_cooking_actions_a1_a2-JA-east_asia_core-fa91433fb684-full.jpg","7795482ce78c862b8dd8e43a14a08383451c651e1968dd0f5848be784a2e42f1","yes","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|MY|RO","ordinary","MY","RO","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-MY-RO.jpg","29facc6093cb79e35cdf3ec636f85c107f6b919e1ff706343df72f40c84984ea","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|MY|RU","ordinary","MY","RU","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-MY-RU.jpg","38e0c9de487545e490ed25df898eb6a460097bee81bb7b46019f1f1e04f91c8c","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|MY|SI","ordinary","MY","SI","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-MY-SI.jpg","88f632babb9f39c0423653f407cb1159252a46340786c6e3cb523ffe158c41a7","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|MY|SK","ordinary","MY","SK","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-MY-SK.jpg","c28c5367f48feb20d5494ced66105d528c8cd2600c199e5e27bd401e5797a1ce","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|MY|SL","ordinary","MY","SL","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-MY-SL.jpg","905014869907c801c2224af355ebacef0d0e47db20b0f1082dca9e8a642b7e8a","no","passed-render","APPROVED","APPROVED"
"polyglot|home_kitchen_cooking_actions_a1_a2|MY|east_asia_core|69af08ca98ea|full","polyglot","MY","east_asia_core:ZH,JA,KO","full","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/polyglot-home_kitchen_cooking_actions_a1_a2-MY-east_asia_core-69af08ca98ea-full.jpg","e76f007dbe00ab3539d49df4805a81afae8072f2491b8f94d90b7236ca898769","no","passed-render","APPROVED","APPROVED"
"ordinary|home_kitchen_cooking_actions_a1_a2|NE|RU","ordinary","NE","RU","","data/youtube-cover-assets/yt-home_kitchen_cooking_actions_a1_a2-2026-07-17-1f69de69c851-precommit-ready/by-assignment/ordinary-home_kitchen_cooking_actions_a1_a2-NE-RU.jpg","04b754af2e2a76dbb339d62f2b4a2ecec4cacad32d70bdd80b6e01ad5e647972","no","passed-render","APPROVED","APPROVED"
