absolutely	I absolutely agree with you.
academic	The academic year starts in September.
access	Students need access to the library.
accommodation	We booked accommodation near the station.
account	She opened a new bank account.
achievement	Finishing the course was a big achievement.
ad	The ad showed a new phone.
addition	The pool is a useful addition.
admire	I admire her calm attitude.
admit	He admitted his mistake.
advanced	This is an advanced English class.
advise	Doctors advise regular exercise.
afford	We cannot afford a taxi.
aged	The course is for children aged ten.
agent	The travel agent changed our tickets.
agreement	They reached an agreement today.
ahead	The road ahead is clear.
aim	We aim to finish soon.
alarm	The alarm rang at six.
album	This album has ten songs.
alcohol	The hotel does not serve alcohol.
alcoholic	This drink is not alcoholic.
amazed	She was amazed by the result.
ambition	His ambition is to become a pilot.
ambitious	She has an ambitious plan.
analyse	We need to analyse the results.
analysis	Her analysis was clear and careful.
announce	They will announce the winner tomorrow.
announcement	The announcement surprised everyone.
annoy	Loud music can annoy neighbours.
annoyed	He looked annoyed after the delay.
annoying	That sound is really annoying.
apart	The houses are two metres apart.
apologize	I apologize for being late.
application	Please complete the application online.
appointment	I have a dentist appointment tomorrow.
appreciate	I appreciate your help.
approximately	The walk takes approximately twenty minutes.
arrest	Police arrested the driver.
arrival	Our arrival was later than expected.
assignment	The assignment is due Friday.
assist	Nurses assist the doctor.
atmosphere	The cafe has a relaxed atmosphere.
attach	Attach the file to your email.
attitude	Her attitude changed after the meeting.
attract	Bright flowers attract bees.
attraction	The castle is a popular attraction.
authority	The local authority repaired the road.
aware	She is aware of the risk.
backwards	He walked backwards carefully.
bake	I bake bread every Sunday.
balance	Good shoes help your balance.
ban	The city will ban cars.
bank (river)	We sat on the river bank.
base	The team returned to base.
basic	Everyone needs basic computer skills.
basis	Trust is the basis of friendship.
battery	My phone battery is low.
battle	The battle lasted all night.
beauty	We admired the beauty of the mountains.
bee	A bee landed on the flower.
belief	His belief gave him courage.
bell	The school bell rang loudly.
bend	Bend your knees when you lift.
bite	The dog might bite strangers.
block	A fallen tree blocked the road.
bomb	The bomb damaged several buildings.
border	They crossed the border at night.
bother	Please do not bother your sister.
branch	A branch broke in the storm.
brand	This brand is popular with students.
brave	The brave man saved the child.
breath	Take a deep breath.
breathe	I cannot breathe in this smoke.
breathing	Her breathing was slow.
bride	The bride wore a white dress.
bubble	A bubble floated above the glass.
bury	They buried the box in sand.
calm	Stay calm during the exam.
campaign	The campaign raised money for schools.
campus	Students live near the campus.
candidate	Each candidate answered three questions.
cap	He wore a baseball cap.
captain	The captain spoke to the team.
careless	A careless mistake cost us time.
category	Choose the correct category.
ceiling	The ceiling was painted white.
celebration	The celebration lasted all evening.
central	The hotel has a central location.
ceremony	The ceremony began at noon.
chain	She wore a silver chain.
challenge	This project is a real challenge.
champion	The champion thanked her coach.
channel	Change the channel, please.
chapter	Read the next chapter tonight.
charge	There is no charge for children.
cheat	Do not cheat on the test.
cheerful	She sounded cheerful this morning.
chemical	The chemical smell was strong.
chest	His chest hurt after running.
childhood	I remember my childhood home.
claim	They claim the product is safe.
clause	This clause changes the meaning.
click	Click the blue button.
client	The client asked for more details.
cloth	Wipe the table with this cloth.
clue	The clue helped us solve it.
coal	The old train used coal.
coin	He found a coin on the floor.
collection	Her stamp collection is large.
coloured	She wore a coloured scarf.
combine	Combine the flour and water.
commercial	The commercial break lasted five minutes.
commit	We must commit to the plan.
communication	Good communication prevents mistakes.
comparison	This comparison is useful.
competitive	The market is very competitive.
competitor	Our main competitor lowered prices.
complaint	She made a complaint about noise.
complex	The instructions are too complex.
concentrate	I cannot concentrate with music playing.
conclude	We conclude the meeting now.
conclusion	His conclusion seemed reasonable.
confident	She felt confident before the interview.
confirm	Please confirm your email address.
confuse	These two names confuse me.
confused	I felt confused by the map.
connection	The internet connection is slow.
consequence	Missing sleep has a consequence.
consist	The meal consists of three courses.
consume	Large cars consume more fuel.
consumer	The consumer wants clear information.
contact	Contact me after lunch.
container	Put the soup in a container.
content1	The content of the course is useful.
continuous	The machine made a continuous noise.
contrast	The contrast between them is clear.
convenient	The station is very convenient.
convince	She convinced him to try again.
costume	He wore a pirate costume.
cottage	They rented a small cottage.
cotton	This shirt is made of cotton.
countryside	We walked through the countryside.
court	The case went to court.
covered	The table was covered with papers.
cruel	It was cruel to laugh.
cultural	The museum offers cultural events.
currency	The local currency is euros.
current	The current situation is difficult.
currently	She is currently studying abroad.
curtain	Close the curtain at night.
custom	This custom is very old.
damage	The storm caused serious damage.
decade	They lived there for a decade.
decorate	We decorate the room together.
define	Can you define this term?
definite	We need a definite answer.
definition	Write the definition in your notebook.
deliver	They deliver food to our house.
departure	The departure time changed.
despite	Despite the rain, we walked.
destination	Paris was their final destination.
determine	Tests determine your level.
determined	She was determined to succeed.
development	The development of the town was rapid.
diagram	Draw a simple diagram.
diamond	The ring had a small diamond.
difficulty	He had difficulty opening the door.
directly	Please speak directly to me.
dirt	His shoes were covered in dirt.
disadvantage	The long journey is a disadvantage.
disappointed	She felt disappointed by the result.
disappointing	The ending was disappointing.
discount	Students get a discount here.
dislike	I dislike very loud music.
divide	Divide the cake into pieces.
documentary	We watched a documentary about space.
donate	Many people donate old clothes.
doubt	I have no doubt about it.
dressed	He was dressed in black.
drum	The drum sounded across the room.
drunk	The driver was drunk.
due	The report is due tomorrow.
dust	Dust covered the old books.
duty	It is my duty to help.
earthquake	The earthquake damaged the bridge.
eastern	The eastern coast is windy.
economic	The country faces economic problems.
economy	The economy grew this year.
edge	Stand away from the edge.
editor	The editor checked the article.
educate	Schools educate young people.
educated	She is highly educated.
educational	The game is educational.
effective	This medicine is effective.
effectively	She explained the rule effectively.
effort	Your effort made a difference.
election	The election result was close.
element	Trust is an important element.
embarrassed	He felt embarrassed after falling.
embarrassing	That was an embarrassing mistake.
emergency	Call this number in an emergency.
emotion	Fear is a strong emotion.
employment	Employment increased this month.
encourage	Teachers encourage students to read.
enemy	The two countries were enemies.
engaged	They got engaged last spring.
engineering	She studies engineering at university.
entertain	The singer will entertain the guests.
entertainment	The city offers evening entertainment.
entrance	Meet me at the entrance.
entry	Entry is free for children.
environmental	We discussed environmental problems.
episode	The final episode was exciting.
equal	They receive equal pay.
equally	The work is shared equally.
escape	The prisoners tried to escape.
essential	Water is essential for life.
eventually	Eventually, we found the hotel.
examine	The doctor examined my arm.
exchange	We made an exchange at the shop.
excitement	The game was full of excitement.
exhibition	The art exhibition opens tomorrow.
expand	The company plans to expand.
expected	The expected cost is high.
expedition	The expedition crossed the desert.
experienced	She is an experienced nurse.
explode	The bottle may explode under heat.
explore	We explored the old town.
explosion	The explosion broke several windows.
export	Coffee is an important export.
fairly	The test was fairly easy.
familiar	Her face looked familiar.
fancy	Do you fancy a coffee?
fascinating	The story was fascinating.
fashionable	Those shoes are fashionable.
fasten	Fasten your seat belt.
favour	Can you do me a favour?
fence	The fence surrounds the garden.
fighting	The fighting stopped at dawn.
file	Save the file before closing.
financial	She needs financial advice.
fitness	Running improves your fitness.
fixed	The price is fixed.
flag	The flag flew above the school.
flood	The flood damaged many homes.
flour	Add flour to the bowl.
flow	The river flows through town.
fold	Fold the paper in half.
folk	Folk music filled the hall.
force	The wind had great force.
forever	I will remember this forever.
frame	The photo needs a frame.
freeze	Water will freeze overnight.
frequently	He visits his parents frequently.
friendship	Their friendship lasted for years.
frighten	Loud noises frighten the baby.
frightened	The child looked frightened.
frightening	The storm was frightening.
frozen	The lake was frozen.
fry	Fry the onions for five minutes.
fuel	The car needs more fuel.
function	This button has one function.
fur	The cat has soft fur.
garage	The car is in the garage.
gather	We gathered around the table.
generally	She generally arrives early.
generation	Each generation faces new problems.
generous	He is generous with his time.
gentle	Use a gentle voice.
gentleman	The gentleman opened the door.
ghost	The story mentions a ghost.
giant	A giant screen filled the stage.
glad	I am glad you came.
global	Climate change is a global issue.
glove	I lost one glove.
goods	The goods arrived late.
grade	She got a high grade.
graduate	He is a recent graduate.
grain	A grain of rice fell.
grateful	I am grateful for your support.
growth	The plant showed steady growth.
guard	The guard checked our tickets.
guilty	He felt guilty about lying.
hang	Hang your coat here.
happiness	Money cannot buy happiness.
hardly	I could hardly hear you.
headline	The headline caught my attention.
heating	The heating stopped working.
heavily	It rained heavily all night.
helicopter	A helicopter landed nearby.
highlight	Please highlight the main idea.
highly	She is highly respected.
hire	We need to hire a car.
historic	We visited a historic building.
historical	She loves historical novels.
honest	Please give an honest answer.
horrible	The smell was horrible.
horror	He enjoys horror films.
host	The host welcomed every guest.
