abandon	They abandoned the plan yesterday.
absolute	We need absolute honesty here.
acceptable	His answer was acceptable.
accompany	Her brother accompanied her home.
accurate	The report seems accurate.
accuse	They accused him of lying.
acknowledge	Please acknowledge the mistake.
acquire	She acquired new skills quickly.
actual	The actual cost was lower.
adapt	We adapted to the change.
additional	Additional help arrived today.
administration	The administration changed the policy.
adopt	They adopted a new method.
advance	We made a small advance.
affair	The affair damaged public trust.
afterwards	Afterwards, everyone felt calm.
agency	The agency hired three translators.
agenda	Safety is on the agenda.
aggressive	His tone sounded aggressive.
aid	Medical aid arrived quickly.
aircraft	The aircraft landed safely.
alter	Do not alter the agreement.
anger	His anger surprised everyone.
angle	Try another camera angle.
anniversary	Their anniversary is tomorrow.
annual	The annual meeting starts Monday.
anxious	She felt anxious before surgery.
apparent	His disappointment was apparent.
apparently	Apparently, the train is late.
appeal	The decision may face appeal.
approach	Her approach solved the problem.
appropriate	Choose an appropriate response.
approval	The project needs approval.
approve	The board approved the budget.
arise	Problems may arise later.
armed	Armed guards stood outside.
arms	They laid down their arms.
artificial	The flowers looked artificial.
artistic	She has artistic talent.
ashamed	He felt ashamed afterward.
aspect	Consider every aspect carefully.
assess	We must assess the damage.
assessment	The assessment took two hours.
associate	People associate smoke with danger.
associated	Stress is associated with illness.
association	The association supports young artists.
assume	I assume you agree.
attempt	His first attempt failed.
bacteria	Bacteria can spread quickly.
barrier	Language was a barrier.
basically	Basically, we need more time.
bear (deal with)	I cannot bear this noise.
beg	Please beg for help.
being	Every being needs water.
bent	The metal rod was bent.
bet	I bet he knows.
beyond	The village lies beyond the river.
bitter	The medicine tasted bitter.
blame	Do not blame the driver.
blind	He became blind young.
bond	Trust creates a strong bond.
breast	She felt pain in her breast.
brief	Keep your answer brief.
broad	The river is broad here.
broadcast	The speech was broadcast live.
budget	The budget is very tight.
bullet	The bullet hit the wall.
bunch	She carried a bunch of keys.
bush	A bird hid in the bush.
cable	The cable is broken.
calculate	Calculate the total cost.
cancel	They cancelled the meeting.
cancer	Cancer treatment can be difficult.
capable	She is capable of more.
capacity	The hall reached capacity.
capture	The photo captures the mood.
cast	The cast is ready.
cell	Each cell contains data.
chairman	The chairman opened the meeting.
characteristic	Patience is her main characteristic.
chief	The chief engineer arrived late.
circumstance	Consider each circumstance carefully.
cite	Please cite your source.
citizen	Every citizen can vote.
civil	The protest remained civil.
classic	This film is a classic.
closely	Watch the process closely.
collapse	The old bridge may collapse.
combination	The combination worked well.
comfort	Her words gave comfort.
command	The officer gave a command.
commission	The commission reviewed the case.
commitment	The job needs commitment.
committee	The committee meets weekly.
commonly	This plant is commonly grown.
complicated	The instructions are complicated.
component	One component failed.
concentration	Noise breaks my concentration.
concept	The concept is simple.
concern	Safety is our main concern.
concerned	Parents were deeply concerned.
conduct	They conduct research locally.
confidence	Practice builds confidence.
conflict	The conflict lasted years.
confusing	The map was confusing.
conscious	She remained conscious.
conservative	His views are conservative.
consideration	Cost is an important consideration.
consistent	Her results are consistent.
constant	The constant noise exhausted us.
constantly	He constantly checks his phone.
construct	Workers constructed a new bridge.
construction	Construction begins next month.
contemporary	The gallery shows contemporary art.
contest	She entered the contest.
contract	Read the contract carefully.
contribute	Everyone can contribute ideas.
contribution	Her contribution was valuable.
convert	They converted the garage.
convinced	I am convinced he lied.
core	Trust is the core issue.
corporate	Corporate rules changed again.
council	The council approved the plan.
county	The county repaired the road.
courage	She showed real courage.
crash	The crash blocked traffic.
creation	The creation took six months.
creature	The creature moved silently.
crew	The crew prepared the ship.
crisis	The crisis changed everything.
criterion	Price is one criterion.
critic	The critic praised the play.
critical	His condition is critical.
criticism	She accepted the criticism calmly.
criticize	Do not criticize every mistake.
crop	The crop failed this year.
crucial	Timing is crucial here.
cure	Doctors found a cure.
curve	The road follows a curve.
curved	The wall is slightly curved.
debate	The debate continued for hours.
debt	He paid the debt.
decent	They found a decent apartment.
declare	They declared the result.
decline	Sales continued to decline.
decoration	The decoration looked expensive.
decrease	Prices may decrease soon.
deeply	She cared deeply about justice.
defeat	The defeat shocked the team.
defence	The defence challenged the evidence.
defend	He tried to defend himself.
delay	Bad weather caused a delay.
deliberate	It was a deliberate choice.
deliberately	She deliberately ignored the warning.
delight	The news delighted everyone.
delighted	We were delighted by the gift.
delivery	The delivery arrived early.
demand	Workers demand better pay.
demonstrate	He demonstrated the new software.
deny	She denied the accusation.
depressed	He felt depressed after losing.
depressing	The film was depressing.
depth	The pool has great depth.
deserve	You deserve a break.
desire	She expressed a desire to travel.
