heal	Rest helps the body heal.
healthcare	Healthcare costs rose this year.
helmet	Wear a helmet on the bike.
hence	Hence, we changed the schedule.
herb	Basil is a useful herb.
hidden	The key was hidden under the mat.
highway	The highway was closed after snow.
hilarious	The movie was hilarious.
hip	She hurt her hip during practice.
historian	The historian studied old letters.
homeless	The shelter helps homeless families.
honesty	Honesty builds trust.
hook	Hang the coat on the hook.
hopefully	Hopefully, the train arrives soon.
hunger	Hunger can affect concentration.
hypothesis	The experiment tested the hypothesis.
icon	The app icon changed today.
ID	Show your ID at reception.
identical	The twins wore identical jackets.
illusion	The mirror creates an illusion.
immigration	Immigration policy changed last year.
immune	Vaccination can make people immune.
implement	The school will implement the policy.
implication	The implication was clear.
incentive	The bonus gave workers an incentive.
incorporate	Incorporate more vegetables into meals.
incorrect	The answer was incorrect.
independence	The country celebrated independence.
index	Check the index for the topic.
indication	The smile was an indication of relief.
inevitable	Some delay was inevitable.
inevitably	Inevitably, prices rose after shortages.
infer	We can infer the answer from context.
inflation	Inflation increased food prices.
info	The website lists useful info.
infrastructure	The storm damaged local infrastructure.
inhabitant	Each inhabitant received clean water.
inherit	She will inherit the family house.
ink	The printer needs black ink.
innovation	Innovation drives the industry forward.
innovative	The company launched an innovative product.
input	The manager asked for input.
insert	Insert the card into the machine.
inspector	The inspector checked the building.
installation	The installation took two hours.
instant	The app sent an instant reply.
instantly	The screen turned on instantly.
integrate	The software can integrate new tools.
intellectual	The debate was intellectual but friendly.
interact	Students interact during group work.
interaction	The interaction was polite.
interpretation	Her interpretation of the poem was original.
interval	There was a short interval between acts.
invade	The army tried to invade the island.
invasion	The invasion damaged many towns.
investor	The investor funded a new startup.
isolate	Doctors isolate patients with serious infections.
isolated	The village was isolated by snow.
jail	The thief went to jail.
jet	The jet landed at noon.
joint	They announced a joint project.
journalism	Journalism requires accurate facts.
jury	The jury reached a decision.
kit	The repair kit includes screws.
ladder	The ladder leaned against the wall.
landing	The plane made a smooth landing.
lane	Stay in the right lane.
lately	I have slept badly lately.
leaflet	The leaflet explains the service.
legend	The legend tells of a hidden city.
lens	Clean the camera lens carefully.
lifetime	He saved money for a lifetime.
lighting	Good lighting improves the room.
likewise	She smiled; he did likewise.
limitation	The plan has one limitation.
literally	She literally ran to the bus.
literary	The festival honors literary work.
litre	Buy a litre of milk.
litter	Do not drop litter.
logo	The logo appears on every page.
lottery	He won a small lottery prize.
loyal	The dog was loyal to its owner.
lyric	The lyric repeated the main idea.
magnificent	The palace looked magnificent.
make-up	She wore simple make-up.
making	The making of the film was difficult.
manufacture	The factory will manufacture phones.
manufacturing	Manufacturing jobs increased locally.
marathon	She finished the marathon.
margin	Write notes in the margin.
marker	Use a marker for the label.
martial	He studies martial arts.
mate	My old school mate called yesterday.
mayor	The mayor opened the library.
mechanic	The mechanic repaired the bus.
mechanical	The clock has a mechanical fault.
mechanism	The lock mechanism is simple.
medal	She won a gold medal.
medication	Take medication with water.
membership	Gym membership costs less online.
memorable	The trip was memorable.
metaphor	The poem uses a strong metaphor.
miner	The miner worked underground.
miserable	Rain made the picnic miserable.
mode	Switch the camera to night mode.
modest	They live in a modest house.
monster	The story has a scary monster.
monthly	We pay rent monthly.
monument	The monument stands near the river.
moreover	Moreover, the plan saves money.
mortgage	They applied for a mortgage.
mosque	The mosque is near the market.
motion	The sensor detects motion.
motivate	Praise can motivate students.
motivation	Her motivation remained strong.
moving	The speech was moving.
myth	The myth explains the mountain's name.
naked	The baby was naked after the bath.
nasty	The cut looked nasty.
navigation	The app improves navigation.
nearby	A nearby cafe opens early.
necessity	Clean water is a necessity.
negotiate	They negotiate the contract tomorrow.
negotiation	The negotiation lasted all morning.
neutral	The judge stayed neutral.
newly	The newly painted door looked bright.
norm	Remote work became the norm.
notebook	Write notes in your notebook.
novelist	The novelist signed her book.
nowadays	Nowadays, many people work online.
nursing	She is studying nursing.
nutrition	Good nutrition supports health.
obesity	Obesity increases health risks.
observer	The observer recorded the results.
obstacle	The fallen tree was an obstacle.
occupation	Please write your occupation here.
occupy	The family will occupy the apartment.
offender	The offender apologized in court.
ongoing	The investigation is ongoing.
openly	She spoke openly about her fears.
opera	We saw an opera in Milan.
operator	The operator connected the call.
optimistic	She feels optimistic about the future.
orchestra	The orchestra played softly.
organic	They bought organic vegetables.
outfit	Her outfit matched the occasion.
output	The machine's output increased.
outstanding	His performance was outstanding.
overcome	They overcome problems together.
overnight	The package arrived overnight.
overseas	He found work overseas.
ownership	Ownership of the land changed.
oxygen	Plants produce oxygen.
packet	Open the packet carefully.
palm	Hold the coin in your palm.
panic	Panic spread through the crowd.
parade	The parade started at noon.
parallel	The roads run parallel.
participation	Participation in class improved.
partnership	The partnership helped both companies.
part-time	She found a part-time job.
passionate	He is passionate about music.
password	Choose a strong password.
patience	Teaching young children requires patience.
pause	Pause the video now.
peer	Peer pressure influenced his choice.
penalty	The player received a penalty.
perceive	People perceive risk differently.
perception	His perception of danger changed.
permanently	The store closed permanently.
pill	Take one pill after breakfast.
pity	It is a pity.
placement	The placement of the sofa matters.
portion	Serve a small portion of rice.
potentially	This change is potentially useful.
precede	Dark clouds often precede rain.
precious	The ring is precious.
precise	The instructions were precise.
precisely	Measure the distance precisely.
predictable	The ending was predictable.
preference	She expressed a preference for tea.
pride	He felt pride after finishing.
