abolish	The law will abolish the old fee.
abortion	Abortion remains a sensitive medical issue.
absence	Her absence delayed the final decision.
absent	Two members were absent from class.
absurd	The claim sounded absurd to everyone.
abundance	The valley has an abundance of water.
abuse	The report described abuse in the workplace.
academy	The academy trains young musicians.
accelerate	New funding will accelerate the research.
acceptance	His acceptance of criticism impressed me.
accessible	The museum is accessible to wheelchair users.
accomplishment	Finishing the book was a real accomplishment.
accordance	The work was done in accordance with policy.
accordingly	The evidence changed, and we acted accordingly.
accountability	The policy increases accountability for managers.
accountable	Managers are accountable for safety.
accumulate	Dust can accumulate behind the screen.
accumulation	The accumulation of data took months.
accusation	The accusation shocked the committee.
accused	The accused appeared in court.
acquisition	The acquisition expanded the company quickly.
acre	The farm covers one acre.
activation	Activation of the card takes minutes.
activist	The activist spoke at the rally.
acute	She felt acute pain after running.
adaptation	The adaptation changed the novel's ending.
adhere	Staff must adhere to safety rules.
adjacent	The hotel is adjacent to the station.
adjustment	A small adjustment fixed the problem.
administer	Nurses administer the vaccine carefully.
administrative	Administrative staff handle the forms.
administrator	The administrator reset my password.
admission	Admission to the museum is free.
adolescent	The adolescent needed extra support.
adoption	Adoption gave the child a stable home.
adverse	The drug caused adverse effects.
advocate	The advocate defended tenant rights.
aesthetic	The room has a calm aesthetic style.
affection	She showed affection for her family.
aftermath	The aftermath of the storm was difficult.
aggression	The teacher noticed aggression during recess.
agricultural	Agricultural exports rose this year.
aide	The aide organized the minister's schedule.
albeit	The plan worked, albeit slowly.
alert	Please alert staff immediately.
align	The arrows align with the road.
alignment	Wheel alignment improved the car's handling.
alike	The twins dress alike on weekends.
allegation	The allegation appeared in the newspaper.
allege	They allege that funds were lost.
allegedly	The driver allegedly ignored the warning.
alliance	The parties formed a temporary alliance.
allocate	The city will allocate money for schools.
allocation	The allocation of seats was unfair.
allowance	Her allowance covers lunch and transport.
ally	Canada became a close ally.
aluminium	The frame is made of aluminium.
amateur	An amateur photographer took the picture.
ambassador	The ambassador met local students.
amend	Parliament voted to amend the law.
amendment	The amendment changed one paragraph.
amid	The speech came amid growing tension.
analogy	The teacher used a simple analogy.
anchor	The boat dropped anchor near the island.
angel	The child wore an angel costume.
anonymous	The complaint was anonymous.
apparatus	The laboratory apparatus needs cleaning.
appealing	The offer looks appealing to students.
appetite	Exercise increased his appetite.
applaud	The audience began to applaud loudly.
applicable	The discount is applicable today.
appoint	The board will appoint a director.
appreciation	She expressed appreciation for their help.
arbitrary	The deadline seemed arbitrary to staff.
architectural	The city protects its architectural heritage.
archive	The archive stores old photographs.
arena	The debate moved into the public arena.
arguably	This is arguably his best novel.
arm	The guards will arm the convoy.
array	The shop offers an array of tools.
articulate	She can articulate complex ideas clearly.
ash	Ash covered the car after the fire.
aspiration	Her aspiration is to become a surgeon.
aspire	Many students aspire to study abroad.
assassination	The assassination changed the country's politics.
assault	The assault happened near the station.
assemble	Workers assemble the furniture by hand.
assembly	The school assembly starts at nine.
assert	He tried to assert his authority.
assertion	Her assertion surprised the panel.
assurance	The manager gave assurance of support.
asylum	The family requested asylum at the border.
atrocity	The film described a wartime atrocity.
attain	Few runners attain that speed.
attendance	Attendance improved after the announcement.
attorney	The attorney questioned the witness.
attribute	Scientists attribute the rise to pollution.
audit	The audit found several errors.
authentic	The restaurant serves authentic regional food.
authorize	Only managers can authorize refunds.
auto	The auto industry changed rapidly.
autonomy	The region wants greater autonomy.
availability	The availability of seats is limited.
await	Several messages await your reply.
backdrop	The mountains formed a dramatic backdrop.
backing	The proposal gained backing from voters.
backup	The system creates a backup daily.
bail	The judge set bail at noon.
ballot	Each voter received a ballot.
banner	The banner hung above the entrance.
bare	The room had bare walls.
barrel	The barrel was full of water.
bass1	The bass sounded deep and warm.
battlefield	The old battlefield became a memorial.
bay	The village sits beside a quiet bay.
