incur	Delays may incur extra costs.
indicator	Unemployment is one economic indicator.
indictment	The indictment listed three charges.
indigenous	Indigenous plants grow well here.
induce	The medicine can induce sleep.
indulge	She does not indulge expensive habits.
inequality	Income inequality remains a major issue.
infamous	The prison became infamous worldwide.
infant	The infant slept in the cot.
infect	The virus can infect healthy cells.
inflict	Do not inflict pain on animals.
influential	She is an influential legal scholar.
inherent	The design has inherent risks.
inhibit	Fear can inhibit honest discussion.
initiate	The manager will initiate the review.
inject	The nurse will inject the vaccine.
injection	The injection reduced the pain.
injustice	The ruling exposed a clear injustice.
inmate	The inmate requested legal advice.
insertion	The form needs one text insertion.
insider	An insider leaked the report.
inspect	Officials inspect the bridge annually.
inspection	The inspection found serious damage.
inspiration	Her speech gave me inspiration.
instinct	His first instinct was to help.
institutional	Institutional rules shaped the decision.
instruct	The manual will instruct new staff.
instrumental	Her advice was instrumental in negotiations.
insufficient	The evidence was insufficient for charges.
insult	His insult ended the conversation.
intact	The ancient wall remained intact.
intake	Sugar intake should stay moderate.
integral	Trust is integral to the team.
integrated	The school offers integrated support.
integration	Integration improved the whole system.
integrity	The judge showed great integrity.
intensify	The storm may intensify overnight.
intensity	The intensity of training increased.
intensive	They completed intensive language training.
intent	His intent was difficult to prove.
interactive	The museum has interactive displays.
interface	The interface is easy to navigate.
interfere	Do not interfere with the investigation.
interference	Signal interference disrupted the call.
interim	An interim report arrives tomorrow.
interior	The interior walls need paint.
intermediate	She joined the intermediate class.
intervene	Police had to intervene quickly.
intervention	Early intervention helped the patient.
intimate	They held an intimate family ceremony.
intriguing	The data revealed an intriguing pattern.
investigator	The investigator interviewed each witness.
invisible	The gas is invisible and dangerous.
invoke	The lawyer tried to invoke precedent.
involvement	His involvement remained unclear.
ironic	The ironic comment made everyone laugh.
ironically	Ironically, the route took longer.
irony	The irony was obvious to everyone.
irrelevant	That detail is irrelevant here.
isolation	Isolation can harm mental health.
judicial	The judicial review starts Monday.
junction	Turn left at the junction.
jurisdiction	The court has limited jurisdiction.
just	The judge made a just decision.
justification	We need clear justification for spending.
kidnap	Criminals tried to kidnap the diplomat.
kidney	Her kidney function improved.
kingdom	The kingdom expanded under his rule.
lad	The young lad carried the bags.
landlord	The landlord repaired the heating.
landmark	The tower became a city landmark.
lap	The child sat on her lap.
large-scale	The city planned large-scale repairs.
laser	The laser measured the distance.
latter	The latter option seems safer.
lawn	The children played on the lawn.
lawsuit	The company settled the lawsuit.
layout	The page layout looks clearer.
leak	A pipe leak flooded the kitchen.
leap	Sales made a sudden leap.
legacy	Her legacy shaped the university.
legendary	The legendary singer returned to stage.
legislation	New legislation protects tenants.
legislative	The legislative committee met today.
legislature	The legislature approved the budget.
legitimate	They raised legitimate concerns.
lengthy	The lengthy debate delayed the vote.
lesbian	The lesbian activist spoke at the forum.
lesser	Choose the lesser risk.
lethal	The chemical can be lethal.
liable	Drivers are liable for damages.
liberal	He supports liberal social policies.
liberation	Liberation changed the country's future.
liberty	The law protects personal liberty.
license	The state may license new clinics.
lifelong	She made lifelong friends there.
likelihood	The likelihood of rain increased.
limb	The injured limb healed slowly.
linear	The chart shows a linear trend.
line-up	The festival line-up includes local bands.
linger	The smell may linger for hours.
listing	The apartment listing looked accurate.
literacy	Adult literacy programs expanded.
liver	The liver filters harmful substances.
lobby	The lobby was crowded after noon.
log	The system keeps a daily log.
logic	The logic of his argument failed.
long-standing	They resolved a long-standing dispute.
long-time	She is a long-time volunteer.
loom	Dark clouds loom over the valley.
loop	The trail forms a loop.
loyalty	His loyalty impressed the team.
machinery	The factory installed new machinery.
magical	The garden looked magical at night.
magistrate	The magistrate heard the case.
magnetic	The magnetic field affected the compass.
magnitude	The magnitude of damage was clear.
mainland	The ferry connects islands to mainland.
mainstream	The idea entered mainstream politics.
maintenance	Regular maintenance prevents breakdowns.
mandate	The president claimed a strong mandate.
mandatory	Attendance is mandatory for trainees.
manifest	Symptoms may manifest after weeks.
manipulate	Do not manipulate the survey results.
manipulation	The data manipulation was discovered.
manuscript	The publisher accepted her manuscript.
march	The protesters will march downtown.
marginal	The change had marginal benefits.
marine	Marine life needs clean water.
marketplace	The online marketplace expanded quickly.
mask	Workers must wear a mask.
massacre	The massacre shocked the entire region.
mathematical	The mathematical model predicted demand.
mature	The mature trees provide shade.
maximize	The update will maximize battery life.
meaningful	They had a meaningful conversation.
meantime	In the meantime, wait outside.
medieval	The castle has medieval walls.
meditation	Daily meditation calms her mind.
melody	The melody stayed in my head.
memo	The memo explained the policy.
memoir	Her memoir describes childhood exile.
memorial	The memorial honors local soldiers.
mentor	Her mentor reviewed the proposal.
merchant	The merchant sold silk and spices.
mercy	The judge showed mercy.
mere	A mere glance revealed the error.
merely	She merely repeated the instructions.
merge	The two companies will merge.
merger	The merger created a larger bank.
merit	The proposal has clear merit.
methodology	The study explains its methodology.
midst	They worked in the midst of chaos.
migration	Seasonal migration affects local jobs.
militant	The militant group rejected negotiations.
militia	The militia controlled the road.
mill	The old mill became a museum.
minimal	The plan requires minimal effort.
minimize	We must minimize unnecessary risk.
mining	Mining damaged the river valley.
ministry	The ministry announced new rules.
minute2	A minute crack appeared in the glass.
miracle	His recovery seemed like a miracle.
misery	The refugees endured years of misery.
misleading	The misleading chart confused readers.
missile	The missile test raised tensions.
mob	The angry mob blocked traffic.
mobility	Better buses improve urban mobility.
mobilize	Leaders mobilize volunteers quickly.
moderate	The candidate holds moderate views.
modification	The design needs one modification.
momentum	The campaign gained momentum quickly.
monk	The monk lived in silence.
monopoly	The firm held a monopoly.
morality	The course examines public morality.
motive	Police questioned his motive.
motorist	The motorist stopped at red lights.
municipal	Municipal services improved this year.
mutual	They reached a mutual agreement.
namely	One problem remains, namely funding.
nationwide	The strike caused nationwide delays.
naval	The naval base closed last year.
neglect	Do not neglect basic safety.
neighbouring	Neighbouring towns shared the hospital.
nest	The bird built a nest.
net	Net profit rose sharply.
newsletter	The newsletter arrives every Friday.
niche	The company found a profitable niche.
noble	Her noble gesture impressed everyone.
nod	Please nod if you understand.
nominate	They will nominate a new chair.
nomination	Her nomination surprised the committee.
nominee	The nominee answered difficult questions.
nonetheless	Nonetheless, the plan moved forward.
non-profit	She works for a non-profit clinic.
nonsense	That rumor is complete nonsense.
noon	The meeting starts at noon.
notable	The report made notable progress.
notably	Notably, costs fell in May.
notify	Please notify staff before leaving.
notorious	The road is notorious for accidents.
novel	They proposed a novel solution.
nursery	The nursery cares for infants.
objection	The lawyer raised an objection.
